year,Rank,Artist,Title,Spotify_Popularity,Artist_Popularity
2002,61,Daniel Bedingfield,Gotta Get Thru This,48,58
2002,62,Busta Rhymes feat. P. Diddy and Pharrell,Pass the Courvoisier Part II,-1,-1
2002,63,Eminem,Lose Yourself,45,95
2002,64,Michael Jackson,Butterflies,58,86
2002,65,Brandy,What About Us?,37,67
2002,66,Shakira,Underneath your Clothes,67,86
2002,67,Mary J. Blige feat. Ja Rule,Rainy Dayz,-1,-1
2002,68,Ginuwine,Differences,69,69
2002,69,Angie Martinez feat. Lil’ Mo and Sacario,If I could Go!,-1,-1
2002,70,OutKast feat. Killer Mike,The Whole World,-1,-1
2002,71,No Doubt feat. Lady Saw,Underneath it All,-1,-1
2002,72,City High feat. Eve,Caramel,-1,-1
2002,73,LL Cool J,Luv U Better,49,65
2002,74,Sean Paul,Gimme the Light,58,83
2002,75,‘N Sync,Gone,-1,12
2002,76,Ja Rule feat. Case,Livin’ it Up,-1,-1
2002,77,Ludacris,Roll Out (My Business),-1,78
2002,78,Goo Goo Dolls,Here is Gone,48,73
2002,79,Mary J. Blige,No More Drama,50,72
2002,80,Dirty Vegas,Days go By,47,43
2002,81,Ashanti,Baby,55,74
2002,82,Kenny Chesney,The Good Stuff,52,75
2002,83,Fat Joe feat. R. Kelly,We Thuggin’,-1,-1
2002,84,Steve Holy,Good Morning Beautiful,51,45
2002,85,Aaliyah,Rock the Boat,-1,62
2002,86,Alan Jackson,Drive (For Daddy Gene),50,73
2002,87,Jewel,Standing Still,46,62
2002,88,Jaheim feat. Next,Anything,-1,-1
2002,89,Brandy,Full Moon,44,67
2002,90,B2K,Uh Huh,57,61
2002,91,Celine Dion,A New Day has Come,54,78
2002,92,Nelly Furtado,Turn Off the Light,44,74
2002,93,George Strait,Living and Living Well,46,73
2002,94,Toby Keith,My List,37,70
2002,95,Alanis Morissette,Hands Clean,53,70
2002,96,Avril Lavigne,Sk8er Boi,73,79
2002,97,Dixie Chicks,Long Time Gone,46,68
2002,98,Alan Jackson,Where Were You (When the World Stopped Turning),39,73
2002,99,Justin Timberlake,Like I Love You,60,83
2002,100,Toya,I Do!!,47,54
2003,1,50 Cent,In Da Club,73,83
2003,2,R. Kelly,Ignition,73,74
2003,3,Sean Paul,Get Busy,72,83
2003,4,Beyonce feat. Jay-Z,Crazy in Love,-1,-1
2003,5,3 Doors Down,When I’m Gone,-1,73
2003,6,matchbox twenty,Unwell,55,70
2003,7,Chingy,Right Thurr,70,63
2003,8,Aaliyah,Miss You,-1,62
2003,9,Kid Rock feat. Sheryl Crow,Picture,-1,-1
2003,10,Evanescence feat. Paul McCoy,Bring me to Life,-1,-1
2003,11,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,-1,-1
2003,12,Beyonce feat. Sean Paul,Baby Boy,-1,-1
2003,13,"Nelly, P. Diddy and Murphy Lee",Shake ya Tailfeather,-1,-1
2003,14,50 Cent feat. Nate Dogg,21 Questions,-1,-1
2003,15,Jennifer Lopez feat. LL Cool J,All I Have,-1,-1
2003,16,Christina Aguilera,Beautiful,72,81
2003,17,Busta Rhymes and Mariah Carey feat. The Flipmode Squad,I Know what you Want,-1,-1
2003,18,Avril Lavigne,I’m with You,-1,79
2003,19,Uncle Kracker feat. Dobie Gray,Drift Away,-1,-1
2003,20,Lil’ Kim feat. 50 Cent,Magic Stick,-1,-1
2003,21,50 Cent,P.I.M.P.,68,83
2003,22,B2K and P. Diddy,"Bump, Bump, Bump",-1,-1
2003,23,Fabolous feat. Tamia Or Ashanti,Into You,-1,-1
2003,24,Fabolous feat. Mike Shorey and Lil’ Mo,Can’t let you Go,-1,-1
2003,25,Ja Rule feat. Ashanti,Mesmerize,-1,-1
2003,26,Black Eyed Peas,Where is the Love?,70,79
2003,27,Santana feat. Michelle Branch,The Game of Love,-1,-1
2003,28,Eminem,Lose Yourself,45,95
2003,29,Ashanti,Rock wit U (Awww Baby),63,74
2003,30,Justin Timberlake,Cry me a River,75,83
2003,31,Tyrese,How you Gonna Act Like That,61,60
2003,32,Justin Timberlake,Rock your Body,72,83
2003,33,Wayne Wonder,No Letting Go,61,53
2003,34,Pharrell feat. Jay-Z,Frontin’,-1,-1
2003,35,Dixie Chicks,Landslide,67,68
2003,36,Missy “Misdemeanor” Elliott,Work It,-1,19
2003,37,Jay-Z feat. Beyonce Knowles,’03 Bonnie & Clyde,-1,-1
2003,38,Nivea feat. Brian and Brandon Casey,Don’t Mess with my Man,-1,-1
2003,39,Monica,So Gone,62,64
2003,40,"Nelly feat. Kyjuan, Ali and Murphy Lee",Air Force Ones,-1,-1
2003,41,Lumidee,"Never Leave You – Uh Ooh, Uh Oooh!",10,51
2003,42,Snoop Dogg feat. Pharrell and Uncle Charlie Wilson,Beautiful,-1,-1
2003,43,Missy “Misdemeanor” Elliott feat. Ludacris,Gossip Folks,-1,-1
2003,44,Kelly Clarkson,Miss Independent,53,81
2003,45,Train,Calling All Angels,54,77
2003,46,YoungBloodZ feat. Lil Jon,Damn!,-1,-1
2003,47,Clay Aiken,This is the Night,17,48
2003,48,John Mayer,Your Body is a Wonderland,76,84
2003,49,Trapt,Headstrong,73,63
2003,50,Ginuwine,In those Jeans,61,69
2003,51,Ludacris feat. Shawnna,Stand Up,-1,-1
2003,52,Jason Mraz,The Remedy (I won’t Worry),-1,81
2003,53,Santana feat. Alex Band Or Chad Kroeger,Why Don’t You & I,-1,-1
2003,54,Jay-Z,Excuse Me Miss,10,83
2003,55,Jennifer Lopez feat. Styles and Jadakiss,Jenny from the Block,-1,-1
2003,56,Michelle Branch,Are you Happy Now?,49,61
2003,57,Shania Twain,Forever and for Always,45,74
2003,58,Nas,I Can,56,75
2003,59,No Doubt feat. Lady Saw,Underneath it All,-1,-1
2003,60,Daniel Bedingfield,If you’re not the One,-1,58
2003,61,R. Kelly,Thoia Thoing,40,74
2003,62,3 Doors Down,Here without You,74,73
2003,63,50 Cent,Wanksta,53,83
2003,64,Mya,My Love is Like… Wo,51,66
2003,65,Alan Jackson and Jimmy Buffett,It’s Five O’Clock Somewhere,-1,-1
2003,66,Sean Paul,Like Glue,61,83
2003,67,Christina Aguilera feat. Lil’ Kim,Can’t Hold us Down,-1,-1
2003,68,Lonestar,My Front Porch Looking In,54,62
2003,69,Amanda Perez,Angel,49,45
2003,70,Puddle Of Mudd,She Hates Me,65,65
2003,71,Frankie J,Don’t Wanna Try,-1,64
2003,72,Lil’ Kim feat. Mr. Cheeks,The Jump Off,-1,-1
2003,73,Jewel,Intuition,39,62
2003,74,Ginuwine feat. Baby,Hell Yeah,-1,-1
2003,75,Toby Keith Duet With Willie Nelson,Beer for my Horses,-1,-1
2003,76,Chingy feat. Ludacris and Snoop Dogg,Holidae In,-1,-1
2003,77,Baby Bash feat. Frankie J,Suga Suga,-1,-1
2003,78,Erykah Badu feat. Common,Love of my Life (An Ode to Hip Hop),-1,-1
2003,79,Christina Aguilera,Fighter,67,81
2003,80,2Pac,Thugz Mansion,59,82
2003,81,Coldplay,Clocks,75,89
2003,82,Jaheim,Put that Woman First,60,59
2003,83,Ashanti,Rain on Me,-1,74
2003,84,Mark Wills,19 Somethin’,56,54
2003,85,Young Gunz,"Can’t Stop, Won’t Stop",-1,36
2003,86,Brooks and Dunn,Red Dirt Road,58,68
2003,87,Dierks Bentley,What was I Thinkin’,63,73
2003,88,Ruben Studdard,Flying without Wings,33,43
2003,89,Eminem,Sing for the Moment,72,95
2003,90,Darryl Worley,Have you Forgotten?,56,52
2003,91,Kenny Chesney,"No Shoes, No Shirt, No Problems",55,75
2003,92,Aaliyah,Come Over,-1,62
2003,93,Field Mob,Sick of Being Lonely,41,46
2003,94,R. Kelly,Step in the Name of Love,48,74
2003,95,Thalia feat. Fat Joe,I Want You,-1,-1
2003,96,Audioslave,Like a Stone,75,72
2003,97,Norah Jones,Don’t know Why,-1,77
2003,98,Eminem,Superman,73,95
2003,99,Tim McGraw,Real Good Man,42,75
2003,100,Floetry,Say Yes,60,54
2004,1,Usher feat. Lil Jon and Ludacris,Yeah!,-1,-1
2004,2,Usher,Burn,65,82
2004,3,Alicia Keys,If I Ain’t Got You,-1,79
2004,4,Maroon5,This Love,-1,-1
2004,5,OutKast feat. Sleepy Brown,The Way You Move,-1,-1
2004,6,Hoobastank,The Reason,77,68
2004,7,Mario Winans feat. Enya and P. Diddy,I Don’t Wanna Know,-1,-1
2004,8,OutKast,Hey Ya!,74,76
2004,9,Ciara feat. Petey Pablo,Goodies,-1,-1
2004,10,Terror Squad,Lean Back,65,55
2004,11,J-Kwon,Tipsy,64,57
2004,12,Usher,Confessions Part II,67,82
2004,13,Juvenile feat. Soulja Slim,Slow Motion,-1,-1
2004,14,Petey Pablo,Freek-a-Leek,63,59
2004,15,3 Doors Down,Here Without You,74,73
2004,16,Twista feat. Kanye West and Jamie Foxx,Slow Jamz,-1,-1
2004,17,Nickelback,Someday,65,78
2004,18,Beyonce,Naughty Girl,60,87
2004,19,Evanescence,My Immortal,74,74
2004,20,Lil’ Flip feat. Lea,Sunshine,-1,-1
2004,21,Jay-Z,Dirt Off Your Shoulder,58,83
2004,22,Nina Sky feat. Jabba,Move Ya Body,-1,-1
2004,23,Christina Milian,Dip It Low,53,55
2004,24,Usher And Alicia Keys,My Boo,-1,-1
2004,25,Chingy feat. J. Weav,One Call Away,-1,-1
2004,26,Beyonce,"Me, Myself, and I",66,87
2004,27,Kevin Lyttle feat. Spragga Benz,Turn Me On,-1,-1
2004,28,Sheryl Crow,The First Cut Is The Deepest,48,67
2004,29,Alicia Keys,You Don’t Know My Name,-1,79
2004,30,Nelly feat. Jaheim,My Place,-1,-1
2004,31,Twista,Overnight Celebrity,66,67
2004,32,Cassidy feat. R. Kelly,Hotel,-1,-1
2004,33,Linkin Park,Numb,81,86
2004,34,Alicia Keys feat. Tony! Toni! Tone!,Diary,-1,-1
2004,35,Maroon 5,She Will be Loved,81,90
2004,36,Dido,White Flag,65,71
2004,37,Los Lonely Boys,Heaven,52,48
2004,38,No Doubt,It’s My Life,-1,70
2004,39,Ashlee Simpson,Pieces of Me,55,52
2004,40,JoJo,Leave (Get Out),-1,67
2004,41,Kelis,Milkshake,58,65
2004,42,Ludacris,Splash Waterfalls,47,78
2004,43,Kanye West,Jesus Walks,61,92
2004,44,Akon feat. Styles P.,Locked Up,-1,-1
2004,45,Ludacris feat. Shawnna,Stand Up,-1,-1
2004,46,Baby Bash feat. Frankie J,Suga Suga,-1,-1
2004,47,Kanye West feat. Syleena Johnson,All Falls Down,-1,-1
2004,48,Britney Spears,Toxic,78,82
2004,49,Ying Yang Twins feat. Lil Jon and The East Side Boyz,Salt Shaker,-1,-1
2004,50,Jessica Simpson,With You,58,61
2004,51,Switchfoot,Meant to Live,53,64
2004,52,"Houston feat. Chingy, Nate Dogg and I-20",I Like That,-1,-1
2004,53,Ruben Studdard,Sorry 2004,38,43
2004,54,Avril Lavigne,My Happy Ending,69,79
2004,55,Lloyd Banks,On Fire,61,66
2004,56,OutKast,Roses,70,76
2004,57,Jagged Edge,Walker outta Heaven,-1,65
2004,58,Destiny’s Child,Lose My Breath,-1,-1
2004,59,D12,My Band,68,67
2004,60,Sean Paul feat. Sasha,I’m Still in Love with You,-1,-1
2004,61,Kanye West,Through the Wire,66,92
2004,62,Jadakiss feat. Anthony Hamilton,Why?,-1,-1
2004,63,Eamon,F**k It (I Don’t Want you Back),-1,56
2004,64,Avant,Read your Mind,59,61
2004,65,Lil’ Flip,Game Over (Flip),28,56
2004,66,Finger Eleven,One Thing,56,58
2004,67,LL Cool J,Headsprung,54,65
2004,68,YoungBloodZ feat. Lil Jon,Damn!,-1,-1
2004,69,Beyonce feat. Sean Paul,Baby Boy,-1,-1
2004,70,Lil Jon and The East Side Boyz feat. Ying Yang Twins,Get Low,-1,-1
2004,71,Snoop Dogg feat. Pharrell,Drop it Like it’s Hot,-1,-1
2004,72,Monica,U Should’ve Known Better,-1,64
2004,73,Ryan Cabrera,On the Way Down,49,51
2004,74,Kelly Clarkson,Breakaway,67,81
2004,75,Santana feat. Alex Band Or Chad Kroeger,Why Don’t you & I,-1,-1
2004,76,Jet,Are You Gonna Be My Girl,74,65
2004,77,Five For Fighting,100 Years,61,61
2004,78,R. Kelly,Step In The Name Of Love,48,74
2004,79,Linkin Park,Breaking the Habit,64,86
2004,80,Nick Cannon feat. R. Kelly,Gigolo,-1,-1
2004,81,Tim McGraw,Live Like You Were Dying,63,75
2004,82,Alan Jackson,Remember When,47,73
2004,83,Britney Spears,Everytime,61,82
2004,84,Lloyd feat. Ashanti,Southside,-1,-1
2004,85,Beenie Man feat. Ms. Thing,Dude,-1,-1
2004,86,G-Unit feat. Joe,Wanna Get To Know You,-1,-1
2004,87,Chingy feat. Ludacris and Snoop Dogg,Holidae In,-1,-1
2004,88,Black Eyed Peas,Let’s Get It Started,-1,79
2004,89,Kenny Chesney and Uncle Kracker,When the Sun Goes Down,-1,-1
2004,90,Toby Keith,American Soldier,59,70
2004,91,Jay-Z,Change Clothes,-1,83
2004,92,Avril Lavigne,Don’t Tell Me,-1,79
2004,93,Keith Urban,You’ll Think of Me,44,74
2004,94,R. Kelly,Happy People,38,74
2004,95,Black Eyed Peas,Hey Mama,48,79
2004,96,Nelly feat. Tim McGraw,Over and Over,-1,-1
2004,97,Gretchen Wilson,Redneck Woman,51,54
2004,98,Eminem,Just Lose It,61,95
2004,99,John Michael Montgomery,Letters from Home,60,61
2004,100,Kenny Chesney,I Go Back,52,75
2005,1,Mariah Carey,We Belong Together,71,86
2005,2,Gwen Stefani,Hollaback Girl,71,76
2005,3,Mario,Let Me Love You,79,73
2005,4,Kelly Clarkson,Since U Been Gone,74,81
2005,5,Ciara feat. Missy Elliott,"1, 2 Step",-1,-1
2005,6,Kanye West feat. Jamie Foxx,Gold Digger,-1,-1
2005,7,Green Day,Boulevard of Broken Dreams,71,82
2005,8,50 Cent feat. Olivia,Candy Shop,-1,-1
2005,9,The Pussycat Dolls feat. Busta Rhymes,Don’t Cha,-1,-1
2005,10,Kelly Clarkson,Behind These Hazel Eyes,60,81
2005,11,50 Cent,Disco Inferno,66,83
2005,12,Lifehouse,You and Me,75,68
2005,13,The Black Eyed Peas,Don’t Phunk With My Heart,-1,79
2005,14,Missy Elliott feat. Ciara and Fat Man Scoop,Lose Control,-1,-1
2005,15,Mariah Carey,Shake it Off,57,86
2005,16,The Killers,Mr. Brightside,79,80
2005,17,50 Cent,Just a Lil Bit,72,83
2005,18,Rihanna,Pon de Replay,76,91
2005,19,The Game feat. 50 Cent,How We Do,-1,-1
2005,20,Weezer,Beverly Hills,66,75
2005,21,Ciara feat. Ludacris,Oh,-1,-1
2005,22,Rob Thomas,Lonely No More,58,65
2005,23,Snoop Dogg feat. Pharrell,Drop it Like It’s Hot,-1,-1
2005,24,The Game feat. 50 Cent,Hate It or Love It,-1,-1
2005,25,Lil Jon and The East Side Boyz feat. Usher and Ludacris,Lovers and Friends,-1,-1
2005,26,Destiny’s Child feat. T.I. and Lil Wayne,Soldier,-1,-1
2005,27,Kelly Clarkson,Breakaway,67,81
2005,28,Will Smith,Switch,59,76
2005,29,Bow Wow feat. Omarion,Let Me HOld You,-1,-1
2005,30,Bow Wow feat. Ciara,Like You,-1,-1
2005,31,Gwen Stefani feat. Eve,Rich Girl,-1,-1
2005,32,The Black Eyed Peas,My Humps,64,79
2005,33,Frankie J feat. Baby Bash,Obsession (No Es Amor),-1,-1
2005,34,Usher,Caught Up,61,82
2005,35,D.H.T.,Listen to your Heart,46,36
2005,36,Papa Roach,Scars,62,76
2005,37,Gorillaz,Feel Good Inc,80,80
2005,38,3 Doors Down,Let Me Go,37,73
2005,39,Green Day,Holiday,71,82
2005,40,Fall Out Boy,"Sugar, we’re Goin’ Down",-1,83
2005,41,Pretty Ricky,Grind With Me,67,62
2005,42,Chris Brown,Run It!,64,89
2005,43,Nickelback,Photograph,66,78
2005,44,Akon,Lonely,57,81
2005,45,Howie Day,Collide,72,62
2005,46,Green Day,Wake Me up When September Ends,77,82
2005,47,Bobby Valentino,Slow Down,-1,19
2005,48,Nelly feat. Tim McGraw,Over and Over,-1,-1
2005,49,Trillville feat. Cutty,Some Cut,-1,-1
2005,50,Fat Joe feat. Nelly,Get it Poppin’,-1,-1
2005,51,David Banner,Play,52,54
2005,52,Young Jeezy feat. Akon,Soul Survivor,-1,-1
2005,53,Ludacris feat. Bobby Valentino,Pimpin’ All Over the World,-1,-1
2005,54,Usher And Alicia Keys,My Boo,-1,-1
2005,55,"Trick Daddy feat. Ludacris, Lil’ Kim and Cee-Lo",Sugar (Gimme Some),-1,-1
2005,56,Alicia Keys,Karma,51,79
2005,57,Coldplay,Speed of Sound,68,89
2005,58,Gavin DeGraw,I Don’t Want to Be,-1,69
2005,59,Eminem,Mockingbird,70,95
2005,60,Shakira feat. Alejandro Sanz,La Tortura,-1,-1
2005,61,Maroon5,She Will be Loved,-1,-1
2005,62,Baby Bash feat. Akon,Baby I’m Back,-1,-1
2005,63,Ying Yang Twins,Wait (The Whisper Song),61,65
2005,64,Backstreet Boys,Incomplete,62,80
2005,65,T.I.,Bring em Out,63,80
2005,66,Destiny’s Child,Cater 2 U,-1,-1
2005,67,Amerie,1 Thing,58,57
2005,68,Foo Fighters,Best of You,74,80
2005,69,Mariah Carey,It’s Like That,-1,86
2005,70,Natalie,Goin’ Crazy,49,65
2005,71,Carrie Underwood,Inside your Heaven,38,75
2005,72,Kelly Clarkson,Because of You,73,81
2005,73,Fantasia,Truth Is,51,61
2005,74,Pretty Ricky,Your Body,61,62
2005,75,Jesse McCartney,Beautiful Soul,71,66
2005,76,Gwen Stefani,Cool,56,76
2005,77,Ludacris,Get Back,53,78
2005,78,50 Cent feat. Mobb Deep,Outta Control (Remix),-1,-1
2005,79,T.I.,U Don’t Know Me,-1,80
2005,80,Natasha Bedingfield,These Words,65,69
2005,81,The Black Eyed Peas,Don’t Lie,-1,79
2005,82,Jennifer Lopez,Get Right,64,80
2005,83,John Mayer,Daughters,67,84
2005,84,Toby Keith,As Good as I Once Was,64,70
2005,85,Brooke Valentine feat. Lil Jon and Big Boi,Girlfight,-1,-1
2005,86,Destiny’s Child,Lose My Breath,-1,-1
2005,87,John Legend,Ordinary People,68,83
2005,88,Sean Paul,We Be Burnin’,55,83
2005,89,The Click Five,Just the Girl,60,53
2005,90,Ryan Cabrera,TRUE,63,51
2005,91,Omarion,O,48,67
2005,92,Mike Jones,Back Then,56,57
2005,93,Jay-Z/Linkin Park,Numb/Encore,-1,-1
2005,94,Ja Rule feat. R. Kelly and Ashanti,Wonderful,-1,-1
2005,95,T-Pain,I’m Sprung,-1,80
2005,96,Gavin DeGraw,Chariot,61,69
2005,97,112 feat. Foxy Brown,U Already Know,-1,-1
2005,98,Faith Hill,Mississippi Girl,48,67
2005,99,Ludacris,Number One Spot,44,78
2005,100,Webbie feat. Bun B,Give Me That,-1,-1
2006,1,Daniel Powter,Bad Day,77,65
2006,2,Sean Paul,Temperature,76,83
2006,3,Nelly Furtado feat. Timbaland,Promiscuous,-1,-1
2006,4,James Blunt,You’re Beautiful,-1,77
2006,5,Shakira feat. Wyclef Jean,Hips Don’t Lie,-1,-1
2006,6,Natasha Bedingfield,Unwritten,76,69
2006,7,Gnarls Barkley,Crazy,71,67
2006,8,Chamillionaire feat. Krayzie Bone,Ridin’,-1,-1
2006,9,Justin Timberlake,Sexyback,75,83
2006,10,Beyonce feat. Slim Thug,Check on It,-1,-1
2006,11,Mary J. Blige,Be without You,63,72
2006,12,"Nelly feat. Paul Wall, Ali and Gipp",Grillz,-1,-1
2006,13,The Fray,Over My Head (Cable Car),71,75
2006,14,Cassie,Me & U,71,61
2006,15,The Pussycat Dolls feat. Snoop Dogg,Buttons,-1,-1
2006,16,Chris Brown,Run It!,64,89
2006,17,Ne-Yo,So Sick,79,81
2006,18,Yung Joc,It’s Goin’ Down,-1,67
2006,19,Rihanna,SOS,68,91
2006,20,Panic! At The Disco,I Write Sins not Tragedies,76,88
2006,21,The All-American Rejects,Move Along,66,70
2006,22,Fergie,London Bridge,61,73
2006,23,Red Hot Chili Peppers,Dani California,76,85
2006,24,Lil Jon feat. E-40 and Sean Paul Of The YoungBloodZ,Snap Yo Fingers,-1,-1
2006,25,Dem Franchize Boyz feat. Lil Peanut and Charlay,"Lean Wit It, Rock Wit It",-1,-1
2006,26,Rascal Flatts,What Hurts the Most,69,73
2006,27,The Fray,How to Save a Life,81,75
2006,28,Rihanna,Unfaithful,72,91
2006,29,Snow Patrol,Chasing Cars,78,74
2006,30,Hinder,Lips of an Angel,70,63
2006,31,Cascada,Everytime We Touch,69,69
2006,32,Christina Aguilera,Ain’t no Other Man,-1,81
2006,33,Fall Out Boy,"Dance, Dance",75,83
2006,34,Kanye West feat. Jamie Foxx,Gold Digger,-1,-1
2006,35,Ludacris feat. Pharrell,Money Maker,-1,-1
2006,36,Bubba Sparxxx feat. Ying Yang Twins and Mr. ColliPark,Ms. New Booty,-1,-1
2006,37,Sean Paul feat. Keyshia Cole,(When You Gonna) Give It Up To Me,-1,-1
2006,38,Nickelback,Photograph,66,78
2006,39,Kelly Clarkson,Because of You,73,81
2006,40,The Pussycat Dolls,Stickwitu,62,71
2006,41,T-Pain feat. Mike Jones,I’n N Luv (Wit a Stripper),-1,-1
2006,42,The Black Eyed Peas,My Humps,64,79
2006,43,Fort Minor feat. Holly Brook,Where’d You Go,-1,-1
2006,44,Chris Brown,Yo (Excuse Me Miss),69,89
2006,45,Kelly Clarkson,Walk Away,49,81
2006,46,D4L,Laffy Taffy,64,53
2006,47,T.I.,What you Know,61,80
2006,48,The All-American Rejects,Dirty Little Secret,68,70
2006,49,Nickelback,Savin’ Me,61,78
2006,50,Mariah Carey,Don’t Forget About Us,-1,86
2006,51,Ne-Yo,Sexy Love,66,81
2006,52,E-40 feat. T-Pain and Kandi Girl,U and Dat,-1,-1
2006,53,Nickelback,Far Away,67,78
2006,54,Nick Lachey,What’s Left of Me,-1,48
2006,55,Field Mob feat. Ciara,So What,-1,-1
2006,56,Cherish feat. Sean Paul Of The YoungBloodZ,Do it to It,-1,-1
2006,57,KT Tunstall,Black Horse & the Cherry Tree,61,61
2006,58,Juelz Santana,There it Go! (The Whistle Song),56,67
2006,59,Young Dro feat. T.I.,Shoulder Lean!,-1,-1
2006,60,Jamie Foxx feat. Ludacris,Unpredictable,-1,-1
2006,61,Justin Timberlake feat. T.I.,My Love,-1,-1
2006,62,Eminem feat. Nate Dogg,Shake That,-1,4
2006,63,Chingy feat. Tyrese,Pullin’ Me Back,-1,-1
2006,64,Kelis feat. Too $hort,Bossy,-1,-1
2006,65,Jibbs,Chain Hang Low,58,46
2006,66,Akon feat. Eminem,Smack That,-1,-1
2006,67,Ray J,One Wish,60,63
2006,68,Fall Out Boy,Sugar We’re Goin’ Down,-1,83
2006,69,Chris Brown feat. Lil’ Wayne,Gimme That,-1,15
2006,70,Yung Joc feat. Brandy ‘Ms. B.’ Hambrick,I Know You See It,-1,-1
2006,71,Bon Jovi,Who Says you can’t Go Home,-1,80
2006,72,JoJo,Too Little Too Late,73,67
2006,73,Busta Rhymes,Touch It,51,75
2006,74,Daddy Yankee,Rompe,60,89
2006,75,Beyonce feat. Jay-Z,Deja Vu,-1,-1
2006,76,Rascal Flatts,Life is a Highway,67,73
2006,77,Evanescence,Call me When You’re Sober,-1,74
2006,78,Carrie Underwood,"Jesus, take the Wheel",60,75
2006,79,Danity Kane,Show Stopper,54,52
2006,80,Ciara feat. Chamillionaire,Get Up,-1,-1
2006,81,Sean Paul,We be Burnin’,55,83
2006,82,Blue October,Hate Me,57,61
2006,83,Lifehouse,You and Me,75,68
2006,84,The Pussycat Dolls feat. will.i.am,Beep,-1,-1
2006,85,"Dem Franchize Boyz feat. Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me,-1,-1
2006,86,Chris Brown,Say Goodbye,60,89
2006,87,John Mayer,Waiting on the World to Change,75,84
2006,88,Young Jeezy feat. Akon,Soul Survivor,-1,-1
2006,89,The Black Eyed Peas,Pump It,66,79
2006,90,Eminem,When I’m Gone,-1,95
2006,91,Madonna,Hung Up,68,78
2006,92,Three 6 Mafia feat. Young Buck and Eightball and MJG,Stay Fly,-1,-1
2006,93,Keyshia Cole,Love,65,67
2006,94,Ne-Yo,When You’re Mad,-1,81
2006,95,T.I.,Why You Wanna,50,80
2006,96,Pink,Stupid Girls,-1,83
2006,97,Gorillaz,Feel Good Inc,80,80
2006,98,T-Pain,I’m Sprung,-1,80
2006,99,Taylor Hicks,Do I Make you Proud,28,27
2006,100,Teddy Geiger,For You I Will (Condience),-1,47
2007,1,Beyonce,Irreplaceable,76,87
2007,2,Rihanna feat. Jay-Z,Umbrella,-1,-1
2007,3,Gwen Stefani feat. Akon,The Sweet Escape,-1,-1
2007,4,Fergie,Big Girls Don’t Cry,-1,73
2007,5,T-Pain feat. Yung Joc,Buy U A Drank (Shawty Snappin’),-1,-1
2007,6,Carrie Underwood,Before He Cheats,71,75
2007,7,Plain White T’s,Hey There Delilah,-1,-1
2007,8,Akon feat. Snoop Dogg,I Wanna Love You,-1,-1
2007,9,Nelly Furtado,Say It Right,54,74
2007,10,Fergie feat. Ludacris,Glamorous,-1,-1
2007,11,Akon,Don’t Matter,-1,81
2007,12,Avril Lavigne,Girlfriend,68,79
2007,13,Maroon 5,Makes Me Wonder,61,90
2007,14,Shop Boyz,Party Like A Rockstar,-1,45
2007,15,Akon feat. Eminem,Smack That,-1,-1
2007,16,Mims,This Is Why I’m Hot,-1,48
2007,17,Daughtry,It’s Not Over,-1,68
2007,18,Timbaland feat. Keri Hilson,The Way I Are,-1,-1
2007,19,Fergie,Fergalicious,71,73
2007,20,Soulja Boy Tell’em,Crank That (Soulja Boy),-1,-1
2007,21,Timbaland feat. Nelly Furtado & Justin Timberlake,Give It To Me,-1,-1
2007,22,Justin Timberlake,What Goes Around…Comes Around,65,83
2007,23,Gym Class Heroes feat. Patrick Stump,Cupid’s Chokehold/Breakfast In America,-1,-1
2007,24,The Fray,How To Save A Life,81,75
2007,25,Daughtry,Home,57,68
2007,26,Justin Timberlake feat. T.I.,My Love,-1,-1
2007,27,Kanye West,Stronger,75,92
2007,28,Jim Jones,We Fly High,58,59
2007,29,Pink,U + Ur Hand,-1,83
2007,30,Unk,Walk It Out,54,49
2007,31,Sean Kingston,Beautiful Girls,75,73
2007,32,Fall Out Boy,"This Ain’t A Scene, It’s An Arms Race",-1,83
2007,33,T-Pain feat. Akon,Bartender,-1,-1
2007,34,Huey,"Pop, Lock & Drop It",52,64
2007,35,Ludacris feat. Mary J. Blige,Runaway Love,-1,-1
2007,36,Nickelback,Rockstar,67,78
2007,37,Fall Out Boy,Thnks Fr Th Mmrs,75,83
2007,38,Linkin Park,What I’ve Done,-1,86
2007,39,Justin Timberlake,Summer Love,58,83
2007,40,Lloyd feat. Lil’ Wayne,You,-1,-1
2007,41,Elliott Yamin,Wait For You,66,54
2007,42,Diddy feat. Keyshia Cole,Last Night,-1,-1
2007,43,Fat Joe feat. Lil Wayne,Make It Rain,-1,-1
2007,44,Fabolous feat. Ne-Yo,Make Me Better,-1,-1
2007,45,Omarion,Ice Box,63,67
2007,46,Hinder,Lips Of An Angel,70,63
2007,47,John Mayer,Waiting On The World To Change,75,84
2007,48,Robin Thicke,Lost Without U,63,68
2007,49,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),I’m A Flirt,-1,-1
2007,50,Nickelback,If Everyone Cared,56,78
2007,51,Lloyd,Get It Shawty,59,74
2007,52,The Red Jumpsuit Apparatus,Face Down,72,65
2007,53,Baby Boy Da Prince feat. Lil Boosie,The Way I Live,-1,-1
2007,54,Bow Wow feat. Chris Brown & Johnta Austin,Shortie Like Mine,-1,-1
